unit_id,within_group_similarity,between_group_similarity,similarity_gap,association_auc,anisotropy,effective_rank,model
6e21,0.9908790960907936,0.9916605347146591,-0.0007814386238654825,0.4778645833333333,0.9915043115615845,1.1765024662017822,gpt2
8f3e,0.9931046913067499,0.9932659920305014,-0.00016130072375142301,0.4878472222222222,0.9932337403297424,1.5678056478500366,gpt2
53f3,0.9898690730333328,0.9889184950540463,0.0009505779792865487,0.5251736111111112,0.9891086220741272,1.1134358644485474,gpt2
d7f2,0.9909481952587763,0.9886441708852848,0.002304024373491531,0.595920138888889,0.9891049861907959,1.1096768379211426,gpt2
b6ae,0.9916655942797661,0.9906668706486622,0.0009987236311038705,0.5651041666666667,0.9908666014671326,1.1394034624099731,gpt2
1db1,0.9898878335952759,0.9907124588886896,-0.000824625293413761,0.4466145833333333,0.9905474781990051,1.1450207233428955,gpt2
6679,0.9941588242848715,0.9939329034338394,0.0002259208510320132,0.5065104166666667,0.9939780831336975,1.248685359954834,gpt2
176f,0.99076080818971,0.9902155660092831,0.0005452421804269525,0.5577256944444443,0.9903246164321899,1.190041184425354,gpt2
882c,0.9714366321762403,0.9714361764490604,4.557271798821816e-07,0.5425347222222222,0.9714363217353821,2.2973482608795166,gpt2_lnfree
6e27,0.9680358171463013,0.9669339178750912,0.0011018992712100717,0.47786458333333337,0.967154324054718,2.05021333694458,gpt2_lnfree
0299,0.9831502214074135,0.9792900054405133,0.0038602159669002267,0.6145833333333334,0.980061948299408,2.310924768447876,gpt2_lnfree
074c,0.9823850567142168,0.9814369926850001,0.0009480640292167664,0.5620659722222222,0.9816266298294067,1.6510565280914307,gpt2_lnfree
368f,0.9669736921787262,0.9666260288407406,0.00034766333798563753,0.5321180555555556,0.9666956067085266,2.461489200592041,gpt2_lnfree
3c9d,0.9598807990550995,0.9594464388986429,0.00043436015645659243,0.5,0.9595333337783813,2.846503257751465,gpt2_lnfree
3d4a,0.9670183211565018,0.9682609277466933,-0.0012426065901914862,0.4874131944444445,0.9680123925209045,2.7398910522460938,gpt2_lnfree
9e43,0.9730925063292185,0.9726912248879671,0.00040128144125139986,0.5104166666666667,0.9727714657783508,1.457747220993042,gpt2_lnfree
899c,0.9757923906048139,0.9757475995769104,4.4791027903556824e-05,0.4991319444444444,0.9757565259933472,2.104017972946167,gpt2_lnfree
a9b9,0.9294247900446256,0.9342449363321066,-0.004820146287480953,0.4661458333333333,0.9332809448242188,2.2792935371398926,gpt2_lnfree
